Date,^SSMI,ABBN.SW,NESN.SW,NOVN.SW,CFR.SW,ROG.SW,SREN.SW,SCMN.SW,UBSG.SW,ZURN.SW
1/31/2014,-0.0017,-0.0026,-0.0023,-0.0062,0.0108,0,-0.0006,0.0016,-0.0011,-0.0027
2/3/2014,-0.0103,-0.0233,-0.0023,-0.0049,-0.0204,-0.0044,-0.0019,-0.0135,-0.0305,-0.0115
2/4/2014,-0.0018,0,-0.0138,-0.0113,-0.0049,-0.0028,-0.0006,-0.001,0.0525,0.0027
2/5/2014,0.0025,0.0135,0.0031,0.0056,0.0223,-0.0028,0.0045,0.0071,-0.006,0.0004
2/6/2014,0.0129,0.0058,0.0236,0.0049,0.0282,0.0081,0.0133,0.0101,0.0055,0.0091
2/7/2014,0.0121,0.0093,0.0164,0.0111,0.0098,0.0207,0.0119,0.002,0.0022,0.0102
2/10/2014,0.0008,-0.0035,-0.0007,-0.0028,0.0086,0.0031,0.0105,0,0.0016,0.0004
2/11/2014,0.0044,0.0166,-0.0082,0.0035,0.0124,0.0066,0.0116,0.005,0.0022,0.0056
2/12/2014,0.0049,-0.0017,0.0015,0.0158,0.0022,-0.002,-0.0006,0.003,0.0113,0.0011
2/13/2014,-0.0022,-0.0242,-0.015,0.0007,0,0.0097,-0.0006,0.003,-0.0005,0.0122
2/14/2014,0.004,0.0075,-0.0023,0.0061,-0.0051,0.0173,0.0055,-0.002,-0.0027,-0.003
2/17/2014,-0.0002,-0.0053,0.0008,-0.0027,0.0011,-0.0008,0.0042,0.003,0,-0.0056
2/18/2014,0.0005,-0.0053,-0.0038,-0.0048,-0.0102,0.0125,0.0042,0.0166,0.0032,0.0011
2/19/2014,-0.0011,0.0098,0,-0.0034,0.0011,-0.0053,-0.0042,0.0029,-0.0032,-0.0037
2/20/2014,-0.0033,-0.0111,-0.0023,-0.0007,0.0006,0.0011,0.0018,-0.001,-0.007,-0.0143
2/21/2014,0.0058,-0.0027,0.0061,0.0109,-0.0006,0.0101,0.0042,-0.001,0,0.0053
2/24/2014,0.0063,0.0049,0.006,0.0074,0.0062,0.0086,0.0018,0.0096,0.0022,0.0056
2/25/2014,0.0024,-0.0009,0.003,0.006,0.0023,0.0059,-0.0018,0.0029,-0.0081,0.0041
2/26/2014,0.0031,0.012,0.003,0.006,-0.0017,0.0051,-0.0012,-0.0019,0.0027,-0.0004
2/27/2014,-0.0073,-0.008,-0.0045,0.0141,-0.004,-0.0011,-0.0151,-0.0067,0.0151,-0.0007
2/28/2014,0.0005,0.0009,0.0015,0.0007,-0.008,-0.0048,0,0.0058,0.0074,0.0045
3/3/2014,-0.0232,-0.022,-0.0121,-0.0199,-0.0173,-0.0475,-0.0178,-0.0204,-0.04,-0.0157
3/4/2014,0.0196,0.0309,0.0143,0.0206,0.0167,0.0259,0.008,0.0184,0.0234,0.0161
3/5/2014,0.0017,0.0048,0.0015,0.0061,-0.0115,-0.0042,-0.0006,0.0029,0.0043,-0.0015
3/6/2014,0.0029,0.0026,0.0007,0.0047,0.0052,0.025,0.0067,0.0048,0.0101,0.0044
3/7/2014,-0.0125,-0.0212,-0.0075,-0.0197,-0.004,-0.0165,-0.0098,-0.0067,-0.0107,-0.0067
3/10/2014,-0.0013,-0.0067,-0.0008,-0.0034,-0.0081,0.0062,0.0037,0.0029,-0.0059,0.0015
3/11/2014,-0.001,-0.0041,-0.0045,0.0041,0.0006,-0.0008,0.0031,-0.0038,-0.0016,-0.0026
3/12/2014,-0.0059,0.0045,-0.0068,-0.0069,-0.0188,-0.0054,0.0043,0.0029,-0.0065,-0.0056
3/13/2014,-0.0126,-0.0168,-0.0123,-0.0069,-0.0137,-0.0179,-0.0172,-0.0164,0,-0.0075
3/14/2014,-0.0113,-0.0161,-0.0077,-0.0098,-0.0212,-0.0016,-0.0131,-0.002,-0.0372,-0.011
3/17/2014,0.0059,0.0157,-0.0008,0.0084,0.0098,0.0051,0.0131,0.0145,0.0079,0.0023
3/18/2014,0.0095,0.0096,0.0085,0.0056,0.0145,0.0152,0.0056,0.0038,0.0161,0.0038
3/19/2014,-0.0016,-0.0014,0,-0.0083,-0.0212,0.0054,0.0012,0.0038,-0.0044,-0.0015
3/20/2014,0.0043,0.0063,-0.0039,0.0056,0.0067,0.0065,0.0037,-0.001,0.0197,-0.0004
3/21/2014,0.0034,-0.0005,0.0046,0.0076,0.003,0.0102,-0.0006,0.0076,-0.017,0.0061
3/24/2014,-0.0111,-0.0127,-0.0008,-0.0125,-0.011,-0.0206,-0.0043,-0.0038,-0.0156,-0.0008
3/25/2014,0.0123,0.0027,0.0161,0.0056,0.0061,0.0236,0.0049,0.0085,0.0067,0.0184
3/26/2014,0.0042,0.0131,0.0053,0.0014,0.0235,-0.0064,0.0037,0.0085,0.0078,0.0041
3/27/2014,-0.0008,0.0054,0.003,-0.0021,-0.006,-0.003,-0.0006,0.0028,-0.0089,-0.0011
3/28/2014,0.0054,0.0142,-0.0008,0.0062,0.0036,0.0095,-0.0043,0.0093,0.0039,-0.0037
3/31/2014,0.0096,0.0053,0.003,0.0346,0.0059,-0.0026,0.0073,0.0046,0.0149,0.0085
4/1/2014,0.0004,0.0096,-0.003,-0.0101,0.0124,-0.0038,0.0085,-0.0158,0.0195,0.0095
4/2/2014,0.006,0.0026,0.015,0.008,0.0099,-0.0027,-0.0006,-0.0066,0.0032,0.0011
4/3/2014,0.0016,0.0022,0.0022,-0.0054,0.0029,0.0064,0.0018,0.0009,-0.0021,-0.0004
4/4/2014,-0.0022,0.0047,-0.0007,-0.0007,-0.0046,-0.0045,-0.0024,-0.0009,-0.0021,-0.0047
4/7/2014,-0.0116,-0.0108,-0.0037,-0.0122,-0.0134,-0.0187,-0.0024,0.0019,-0.0206,-0.0047
4/8/2014,0.0022,-0.0052,0.0177,0.0027,0.0006,-0.0066,0,0.0009,-0.0083,-0.0031
4/9/2014,-0.0014,-0.0004,0,-0.0027,0.0094,-0.0062,0.0127,0.0097,0.0011,-0.0016
4/10/2014,0.0011,-0.0057,-0.0029,0.0095,0.0099,-0.0004,0.0012,0.0058,-0.0033,-0.0063
4/11/2014,-0.0146,-0.0102,-0.0081,-0.0177,-0.0046,-0.019,-0.0212,-0.0048,-0.0213,-0.0124
4/14/2014,0.0017,-0.0009,0.0219,0.0129,0.0029,0.0139,0.0024,0.0029,-0.0074,-0.0073
4/15/2014,-0.0039,-0.0076,-0.0015,-0.0041,0.0006,-0.0035,-0.0528,-0.0019,-0.008,0.0012
4/16/2014,0.0051,0.0067,-0.0022,0.0108,0.0115,0.0035,0.0041,0.0096,0.0069,0
4/17/2014,0.0063,0.0119,0.0082,0.0047,0.0051,0.0027,-0.0068,0.0048,0.0209,0.0085
4/22/2014,0.0102,0.0131,-0.0007,0.0225,0.004,0.0074,0.0122,-0.0019,0.0199,0.01
4/23/2014,-0.0021,-0.007,-0.0015,-0.002,-0.0028,-0.0023,0.0087,0,-0.0044,-0.0024
4/24/2014,-0.0041,0.0057,0.0015,-0.0192,0.0028,-0.0039,0.0053,0.0029,-0.0011,0.0024
4/25/2014,-0.0041,-0.0026,-0.0052,-0.0033,0,-0.0016,-0.0033,-0.0019,-0.0144,-0.0028
4/28/2014,0.0012,0.0043,0.003,0.004,-0.0028,-0.0051,0.0046,-0.0029,0.005,0.0032
4/29/2014,0.0059,-0.0724,0.0059,0.0133,0.004,0.0067,0.0099,0.0171,0.0177,0.0079
4/30/2014,0.005,-0.0136,0.0074,0.0059,0.009,0.0109,0.0059,0.0075,0.0065,-0.0079
5/2/2014,-0.004,0.0085,-0.0037,0.0072,-0.0152,-0.0129,-0.0052,-0.0009,-0.0038,-0.0024
5/5/2014,-0.004,-0.002,0.0007,0.0013,-0.0057,-0.0067,0.0007,0.0037,-0.0033,0.0012
5/6/2014,-0.0016,-0.0019,0,0.0013,-0.0029,-0.004,0.0065,-0.0028,0.0027,0.002
5/7/2014,0.0031,-0.0005,0.0161,0.0013,-0.0098,-0.0004,0.0045,-0.0151,-0.0005,0.0032
5/8/2014,0.0052,0.001,-0.0044,0.0077,0.0161,0.0075,0.0103,-0.0048,0.0033,0.0118
5/9/2014,0.0053,0.0058,0.008,0.0102,0.0023,0.009,0.0019,0.0114,-0.0066,0.0027
5/12/2014,0.0041,0.0244,0.0101,0.0019,-0.0051,-0.0012,0.0026,0.0131,0.0072,0
5/13/2014,-0.0002,-0.0033,-0.0022,0.0006,-0.0057,0.0062,-0.0038,-0.0084,0.0022,0.0047
5/14/2014,0.0079,0.0061,0.0072,0.012,0.0029,0.0204,0.0006,0.0056,0.0055,0
5/15/2014,0.0038,-0.0066,0.0135,0.0031,0.0415,0.0125,-0.0083,0.0093,-0.0306,0.0058
5/16/2014,0.0045,0.0009,0.0056,0.0031,-0.0005,0.0123,0.009,0.0009,0.0011,0.013
5/19/2014,-0.0043,-0.0014,-0.0098,-0.0063,0.0016,-0.003,-0.0019,0.0083,-0.0074,0.003
5/20/2014,-0.0012,0.0043,-0.0035,-0.0038,0.0174,-0.009,0.0026,0.0009,0.0017,0.0023
5/21/2014,0.0023,-0.0005,-0.0007,0.0088,-0.0049,-0.0004,0.0083,-0.0046,0.0107,0.0038
5/22/2014,0.0044,0.0024,-0.0028,0.0037,0.0135,0.0094,0.0038,0,0.0017,0.0026
5/23/2014,0.0011,0.0085,-0.0043,0.0037,0.0064,-0.0004,0.0006,-0.012,0.0045,-0.0008
5/26/2014,0.001,0.0042,-0.0021,0.0019,0.0005,-0.0037,0.0013,0.0037,0.0056,0.0008
5/27/2014,-0.0002,0.0009,-0.0043,0.0019,0.0027,-0.0041,0.0063,0.0009,0.0039,0.0023
5/28/2014,-0.0004,-0.0042,0.0057,-0.0025,-0.0016,-0.0038,-0.0019,-0.0121,0.0077,0.0004
5/30/2014,-0.0037,-0.0056,0.0043,-0.0062,0.0016,-0.0068,-0.0019,0,-0.0149,0.0075
6/2/2014,0.0017,-0.0033,-0.0007,-0.0069,-0.008,0.0184,-0.0006,0.0009,0.0055,-0.0045
6/3/2014,-0.0032,-0.0057,0.0021,-0.0019,-0.0027,-0.0045,-0.0069,-0.0085,-0.01,-0.0052
6/4/2014,0,-0.0029,-0.0021,-0.005,-0.0032,0.0034,-0.0089,0.0009,-0.0028,-0.0023
6/5/2014,-0.0021,0.001,-0.01,-0.0032,-0.0092,0.0011,0.0089,0,-0.0022,-0.0004
6/6/2014,0.0019,0.0043,-0.0079,0.0082,-0.0027,-0.0045,0.0025,0,0.0156,0.0068
6/10/2014,0.0107,0.008,0.0087,0.0193,0.0049,0.0196,0.0094,0.0019,0.0104,0.0049
6/11/2014,-0.0047,-0.0094,0.0014,-0.0056,0,-0.0077,-0.005,-0.0009,-0.016,-0.0049
6/12/2014,-0.0047,-0.0048,-0.005,-0.005,0.0049,-0.0056,0.0006,0.0066,-0.0163,-0.003
6/13/2014,-0.002,-0.0029,0.0022,0.0037,-0.0022,-0.0097,-0.0038,-0.0019,-0.0114,-0.0034
6/16/2014,0.0011,-0.0024,-0.0007,0.0062,-0.0065,-0.0004,0.005,-0.0038,-0.0109,-0.0011
6/17/2014,0.0005,0.001,-0.0014,-0.0031,0.0038,-0.0008,-0.0031,0.0038,0.0052,0.0008
6/18/2014,-0.0012,-0.0038,-0.0007,-0.0019,0.0027,-0.0038,0.0063,-0.0019,0,0.0026
6/19/2014,0.002,-0.0014,0.0022,0.0062,0.0097,0.0053,-0.0038,0.0047,-0.0162,-0.0008
6/20/2014,0.0031,-0.001,0.0043,0.0025,0.0043,0.0097,-0.0069,-0.0019,-0.0012,-0.0019
6/23/2014,-0.0066,-0.0082,0,-0.008,-0.0027,-0.015,0.0063,-0.0047,-0.007,-0.0076
6/24/2014,0.0033,0.0029,0.005,0.0049,-0.0011,-0.0019,-0.0006,-0.0019,-0.0089,0.0042
6/25/2014,-0.0106,-0.0136,-0.0151,-0.0105,-0.0059,-0.0114,-0.0038,-0.0066,0.0042,-0.0008
6/26/2014,-0.0048,-0.0044,-0.0044,0.0006,0.0011,-0.0015,-0.0006,-0.0086,-0.0258,0.0094
6/27/2014,0.0024,0.0054,0.0007,0.0012,-0.0021,0.0084,0.0031,-0.0029,-0.0049,0.0067
6/30/2014,-0.0009,0.0005,-0.0007,-0.0019,0.0011,0.0045,-0.0076,-0.0097,-0.0073,-0.0049
7/1/2014,0.0062,-0.001,0.0101,0.0099,0.0005,-0.0011,0.0138,0.0135,0.0128,0.0037
7/2/2014,-0.0001,-0.0029,-0.0029,-0.0006,-0.0027,-0.0027,-0.0025,-0.0106,0.0109,0.0082
7/3/2014,0.0101,0.0083,0.0093,0.0055,0.0048,0.0184,-0.0025,0.0058,0.0125,0.014
7/4/2014,-0.0019,0.001,-0.0036,0,-0.0043,-0.0015,-0.0031,0.0019,-0.0095,0.0036
7/7/2014,-0.0076,-0.002,-0.0087,-0.0086,-0.0174,-0.0011,-0.0108,-0.0048,-0.0126,-0.0062
7/8/2014,-0.0068,-0.002,-0.0029,-0.0062,-0.0082,-0.003,-0.0128,-0.0077,-0.0147,-0.0073
7/9/2014,-0.0017,0.0024,0,-0.0037,-0.0028,-0.0053,-0.0071,0.001,0.008,-0.0037
7/10/2014,-0.0077,-0.0098,-0.0051,-0.0044,0,-0.0125,-0.0013,-0.0107,-0.0086,-0.0037
7/11/2014,-0.0007,-0.002,0,-0.0006,-0.0039,0.0019,0.0045,-0.0069,0.0006,-0.0004
7/14/2014,0.0114,0.0084,0.008,0.01,0.0149,0.0129,0.0071,0.0137,0.0134,0.0107
7/15/2014,0.001,-0.0025,-0.0044,0.0037,-0.0022,0.0071,0.0019,-0.001,0.0054,0.0015
7/16/2014,0.005,0.0083,0.0051,0.0056,0.0142,-0.006,0.0038,0.001,0.0108,0.008
7/17/2014,-0.008,0.001,0.0014,-0.0174,-0.0098,-0.009,0.0006,-0.0049,-0.0102,-0.0055
7/18/2014,-0.0043,-0.0078,-0.0022,-0.0031,-0.0022,-0.0065,-0.0051,0.0029,-0.0085,-0.0044
7/21/2014,0.0003,-0.0029,-0.0015,0.0019,-0.0088,0.0038,-0.0032,-0.001,-0.0024,-0.004
7/22/2014,0.0094,0.0338,0.008,0.0112,-0.0033,0.0102,0.0122,0.0088,0.0043,0.0059
7/23/2014,0.0013,0.016,0.0057,-0.0044,0.0066,0.0019,0.0063,-0.0049,0.0018,0.0026
7/24/2014,0.0037,0.0148,0,0.0025,-0.0061,0.0064,0.0038,0.001,0.0103,0.0044
7/25/2014,-0.0076,-0.0065,-0.0086,-0.0056,-0.023,-0.0045,-0.0063,-0.0068,-0.0042,-0.0055
7/28/2014,-0.0048,0.0051,-0.0036,-0.0069,-0.0006,-0.0056,-0.0006,-0.0059,0.0012,-0.0122
7/29/2014,0.0002,-0.0088,-0.0022,0.0075,0.0017,0.0011,0.0038,0.002,-0.0182,0.0022
7/30/2014,-0.0041,-0.0089,-0.008,0.0044,-0.0023,0.0034,-0.0134,0,-0.0229,-0.0138
7/31/2014,-0.0103,-0.0151,-0.011,-0.01,-0.0166,-0.0075,-0.0077,-0.0069,-0.0177,-0.0079
8/4/2014,-0.0127,-0.0173,0,0,0,0,0,0,-0.0122,0
8/5/2014,0.0046,-0.0015,-0.0082,-0.0069,-0.0017,-0.0053,-0.0045,-0.001,-0.0039,-0.0091
8/6/2014,-0.0062,-0.0039,0.0015,-0.0095,-0.0052,-0.0099,-0.0303,-0.014,0.0013,-0.0069
8/7/2014,0.002,-0.0108,0.0337,-0.0064,-0.0117,-0.0077,-0.0257,0.01,-0.0045,0.0239
8/8/2014,-0.0039,-0.0059,-0.008,-0.0103,-0.0053,-0.0019,-0.0027,-0.0056,0.0219,-0.0049
8/11/2014,0.0067,0.0123,-0.0015,0.0097,0.0211,0.005,0.0082,0.0066,0.0013,0.009
8/12/2014,0,-0.0034,0.0007,0.0026,-0.0041,-0.0023,0.002,0.003,-0.0032,0.0004
8/13/2014,0.007,0.0034,0.0051,0.0102,0.0081,0.0062,-0.0007,0.0167,0.0127,0.0078
8/14/2014,0.0049,0.002,0.0043,0.0038,-0.0023,0.0076,0.0027,0.0145,0.0088,0.0022
8/15/2014,-0.0075,-0.0069,-0.0014,-0.0127,-0.0023,-0.01,-0.0116,0.0048,-0.0145,-0.0037
8/18/2014,0.0103,0.0044,0.005,0.0159,0.0069,0.0126,0.0068,-0.0019,0.0145,0.0063
8/19/2014,0.0085,0.0107,0.0036,0.0132,0.0131,0.0083,0.0122,0.0048,0.0062,0.0048
8/20/2014,0.0003,-0.0019,0,0.0068,-0.0085,0.0004,-0.0054,0.0019,-0.0031,-0.0015
8/21/2014,0.0049,0.0121,0.005,0.0031,0.0017,0.0011,0.0074,0.0142,0.0111,0.0044
8/22/2014,-0.0019,-0.0077,-0.005,0.0031,-0.0063,0.0004,-0.0034,0,-0.0043,-0.0011
8/25/2014,0.0067,0.0115,0.0057,0.0043,0.0092,0.0067,0.0027,-0.0009,0.0086,0.0033
8/26/2014,0.0071,0.0048,0.0064,0.0061,0.0045,0.0063,0.0087,0.0009,0.0104,0.0051
8/27/2014,-0.0004,-0.0033,0.0014,0.0012,0.0073,-0.0045,0.0053,0.0019,-0.0024,-0.0007
8/28/2014,-0.0055,-0.0048,-0.0049,-0.0037,-0.0102,-0.0041,-0.0067,0,-0.0067,-0.0004
8/29/2014,0.0043,-0.001,0.0099,0.0043,-0.004,0.0022,0.006,-0.0019,0.0073,0.0065
9/1/2014,0.0101,0.0048,0.0014,0.0422,0.0057,0.006,-0.002,0,-0.0067,-0.0043
9/2/2014,0.0012,0.0048,0.0028,-0.0012,0.0006,-0.0015,0.006,-0.0009,0.0024,0.0043
9/3/2014,0.0053,0.017,0.0021,0.0081,0.0011,0.0045,0.002,0.0019,0.0018,0.0072
9/4/2014,0.0035,0.0065,0,0.0069,0.0068,0.0007,0.0072,-0.0009,0.0121,0.0032
9/5/2014,-0.0052,-0.007,-0.0042,-0.0081,-0.0023,-0.0037,0.0013,-0.0047,-0.0079,0
9/8/2014,0.0032,0.0037,0.0035,0.0075,-0.0011,0.0059,0.0033,0.0009,-0.0006,0.0032
9/9/2014,0.001,0.0046,-0.0028,0.0091,-0.0011,0.0026,-0.0092,0.0009,-0.0061,-0.0021
9/10/2014,-0.0011,-0.0065,-0.0007,0.0011,-0.0085,0.0004,0.0007,-0.0009,0.0043,-0.0018
9/11/2014,0.0015,-0.0042,-0.0007,0.0023,-0.0063,0.0132,-0.0013,-0.0019,-0.0037,0.0025
9/12/2014,-0.0038,0.0023,-0.0056,-0.0063,-0.0029,-0.0022,0.002,0,0.0043,-0.0025
9/15/2014,0.0001,-0.0033,-0.0042,0.0057,0.0069,0.004,-0.0013,0.0009,-0.0079,0.0014
9/16/2014,0.0009,0.0051,0.0042,-0.004,0.0017,0.0061,-0.0033,-0.0009,-0.0025,-0.0011
9/17/2014,0.0024,0.0033,-0.0071,0.013,-0.042,0.0118,0.0046,0.0113,0.0086,0
9/18/2014,0.0006,0.0019,-0.0014,-0.0051,-0.012,0.0089,0.0007,0.0065,0.0085,0.0011
9/19/2014,0.0011,0.006,0.0007,-0.0017,0.0073,-0.0004,0.0124,0.0028,0.003,0.0068
9/22/2014,-0.0026,-0.0037,0.0007,-0.0006,-0.0079,0,-0.0006,-0.0028,-0.0152,0.0025
9/23/2014,-0.0061,0.0009,-0.01,-0.0057,-0.0037,-0.0035,-0.0098,-0.0028,-0.0031,-0.0021
9/24/2014,0.0038,-0.0037,0.0036,0.0017,0.0061,0.0057,0.0013,0.0037,0.017,0.0064
9/25/2014,-0.0028,-0.0033,-0.0079,0.0057,-0.0018,-0.0046,0,0,-0.0006,-0.0035
9/26/2014,0.0002,0.0023,0.0022,-0.0011,-0.0154,-0.0057,-0.0013,0.0037,0.0066,0.0102
9/29/2014,0.0003,-0.0033,0,0.009,-0.0169,-0.0007,0,-0.0037,0.0018,-0.0056
9/30/2014,0.0066,0.0023,0.0093,0.0117,-0.0083,0.0085,-0.0007,0.0046,-0.0042,0.0021
10/1/2014,-0.0052,-0.0094,-0.0071,-0.0039,-0.009,-0.0021,-0.0007,-0.0074,0.0006,0.0004
10/2/2014,-0.0155,-0.0209,-0.0108,-0.0112,-0.0039,-0.0204,-0.0146,-0.0169,-0.0212,-0.0028
10/3/2014,0.0033,0.0014,0.0022,0.0028,0.0039,0.0047,0.0033,0.0178,-0.0086,0.0042
10/6/2014,0.0045,0.0086,0.0014,0.0006,0.0204,0.0039,-0.0033,-0.0056,0.0055,0.0049
10/7/2014,-0.0186,-0.0134,-0.0102,-0.0325,-0.0095,-0.028,-0.0013,-0.0056,-0.0174,-0.0095
10/8/2014,-0.0052,-0.0199,0.0036,-0.007,-0.009,-0.0085,0.0093,0.0204,-0.0063,-0.0035
10/9/2014,-0.004,-0.0099,0.0007,-0.0006,0.0026,-0.0101,-0.0066,0,-0.0178,-0.0035
10/10/2014,-0.0129,-0.0256,-0.0036,-0.0129,-0.026,-0.009,-0.0175,-0.0148,-0.0161,-0.0093
10/13/2014,-0.0039,0,-0.0058,-0.0077,0.0007,0,-0.002,-0.0084,-0.0039,-0.0014
10/14/2014,-0.0005,0.0056,-0.0037,-0.0042,-0.002,0.0015,-0.0082,-0.0028,0.002,-0.005
10/15/2014,-0.0234,-0.0308,-0.0148,-0.0279,-0.0093,-0.0214,-0.0138,-0.0277,-0.0399,-0.0263
10/16/2014,-0.0108,0.0052,-0.0303,-0.0149,0.002,0.0062,-0.014,-0.0156,-0.0157,-0.0168
10/17/2014,0.0236,0.0072,0.0198,0.0271,0.0256,0.0273,0.0091,0.0156,0.0372,0.0223
10/20/2014,0.004,-0.0005,0.0083,0.0073,-0.0032,0.0034,-0.0021,0.0068,0.0027,0.0022
10/21/2014,0.0146,0.0189,0.0067,0.009,0.0282,0.0225,0.0104,0.0105,0.0223,0.0109
10/22/2014,0.012,0.0245,0.0104,0.0131,0.0038,0.013,0.0219,0.0133,0.0122,0.0108
10/23/2014,0.0047,0.0103,0.0007,0.0088,-0.0019,0.0039,0.0134,0.0066,0.0019,0.0089
10/24/2014,-0.0016,-0.0074,-0.0007,0.0041,-0.007,-0.005,-0.0027,0.0047,-0.0045,0.0039
10/27/2014,-0.0014,-0.0074,0.0059,-0.0006,0.0044,-0.0054,0,0.0046,-0.0097,0.0028
10/28/2014,0.0128,0.0162,0.008,0.0179,-0.0038,0.0058,0.0126,0.0247,0.0561,0.0077
10/29/2014,0.0028,0.0024,0.0036,-0.004,0.0076,0.0072,0.0053,-0.0018,0,0.0059
10/30/2014,0.0074,0.0078,0.0043,0.0092,0.0019,0.0117,0.0039,0.0117,-0.0018,0.0042
10/31/2014,0.0135,0.0172,0.0136,0.0181,0.0162,0.0011,0.0175,0.0133,0.0249,0.0097
11/3/2014,-0.0098,-0.0043,-0.0071,-0.0113,-0.0056,-0.0128,-0.0097,-0.0071,-0.0096,-0.0024
11/4/2014,-0.0039,-0.0072,0,-0.0051,-0.0303,0.0068,-0.0026,-0.0071,-0.0055,0
11/5/2014,0.0143,0.0223,0.0085,0.0175,0.0127,0.0158,0.0168,0.0282,0.0115,0.0127
11/6/2014,0.0023,0.0126,0.0021,0.0039,0.0175,0.0017,0.0006,-0.0193,-0.0024,-0.022
11/7/2014,-0.0053,-0.0051,-0.005,-0.0123,0.0437,-0.0162,0.0197,-0.0297,-0.0073,-0.0073
11/10/2014,0.0057,0.0097,0.0028,0.0079,-0.009,0.0056,0.0112,0.0262,0.0073,0.0115
11/11/2014,0.0032,-0.0014,0.005,0.0006,-0.0006,0.0063,0.0019,0.0071,0.009,-0.001
11/12/2014,-0.0032,-0.0079,0.0007,0.0011,-0.0042,-0.0102,-0.0025,-0.0053,-0.0006,-0.001
11/13/2014,0.0097,0.0084,0.0084,0.0183,0.0024,0.0053,0.0012,0.0124,0.0113,0.0086
11/14/2014,-0.0044,-0.0079,-0.0007,-0.0077,0,-0.0035,0.0031,-0.0053,-0.003,0.0034
11/17/2014,0.0013,0.0023,-0.0007,0.0055,-0.0012,0.0028,-0.0037,0.0044,-0.0048,0.0024
11/18/2014,0.0051,0.0074,0.0028,0.0088,-0.0006,0.007,0.0056,0.0096,-0.0006,0.0048
11/19/2014,0.0012,-0.0023,0.0014,-0.0027,0.0084,0.0073,0.0012,0,-0.0018,0.0065
11/20/2014,0.0007,0,0.0007,0,0.0154,0,-0.0006,-0.0009,-0.0114,-0.0041
11/21/2014,0.01,0.0197,0.0049,0.0049,0.0318,0.0055,0.0123,0.0095,0.0197,0.0125
11/24/2014,-0.0024,0.0036,-0.0049,-0.0044,0.004,-0.0055,-0.0018,0.0017,-0.003,0.0007
11/25/2014,-0.0017,-0.0009,-0.0021,-0.0038,-0.0006,-0.0087,-0.0006,0,0.0059,0.005
11/26/2014,0.0018,-0.0054,0.0035,0.0038,0.0068,0.0045,0.0012,-0.0026,-0.0059,0.0033
11/27/2014,0.0077,0,0.0042,0.0157,0.0073,0.0097,0.0067,0.006,0.0176,0.0033
11/28/2014,0.0023,-0.0142,0.0055,0.0054,0.0172,-0.0017,0.0012,0.0068,0.0145,0.0036
12/1/2014,-0.0005,-0.0191,0.0048,-0.0038,-0.005,0.0065,0.0006,-0.0163,-0.0029,-0.0003
12/2/2014,-0.0008,-0.0005,0,-0.0097,-0.0006,0.0021,0.0078,0.0052,0.0086,0.0017
12/3/2014,0.0033,0.0089,-0.0083,0.0102,0.0055,0.0014,0.0078,-0.0061,0.0114,0.0049
12/4/2014,-0.0055,-0.008,-0.0028,-0.0075,-0.0033,-0.0027,-0.012,-0.0052,-0.0085,0.0013
12/5/2014,0.0103,-0.0005,0.0055,0.014,0.0132,0.0106,0.012,0.0199,0.0113,0.0069
12/8/2014,-0.0034,-0.0038,-0.0021,-0.0021,-0.0044,-0.0034,-0.0024,-0.0009,-0.0028,-0.0039
12/9/2014,-0.0142,-0.0147,-0.0097,-0.0211,-0.0255,-0.0086,-0.0042,-0.0207,-0.0171,-0.0059
12/10/2014,-0.0034,-0.0116,-0.0021,0.0011,0,-0.0062,-0.0054,-0.0044,-0.0035,-0.0056
12/11/2014,0.0042,-0.0024,0.0028,0.0038,-0.0022,0.0124,0.009,0.0148,-0.0035,0.0105
12/12/2014,-0.0182,-0.0221,-0.0162,-0.0142,-0.0262,-0.0203,-0.0181,-0.0148,-0.0175,-0.0192
12/15/2014,-0.0207,-0.015,-0.0208,-0.024,-0.011,-0.0272,-0.0172,-0.0115,-0.0184,-0.0178
12/16/2014,0.0094,0.0165,0.0144,0.0051,-0.0006,0.0071,0.0062,0.0044,0.0084,0.0148
12/17/2014,-0.0022,-0.001,-0.0014,-0.0017,0.0087,-0.0082,0,0,-0.0042,-0.0037
12/18/2014,0.0267,0.024,0.0198,0.0348,0.0308,0.0342,0.0231,-0.0819,0.0207,0.0219
12/19/2014,-0.0041,0.0125,0.0118,0.0103,-0.0006,-0.0655,0.0084,0.0019,-0.0029,0.015
12/22/2014,0.0064,0.0043,0.0055,0.0054,-0.0011,0.0107,0.0077,0.0086,0.0099,0.0113
12/23/2014,-0.0013,0.0118,0.0048,-0.0129,0.0073,-0.0118,0.0041,0.0047,0.0064,0.0032
12/29/2014,0.0014,0.0052,0.0034,0.0065,0.0028,-0.0004,-0.0024,-0.0009,-0.0081,0.0035
12/30/2014,-0.0057,-0.0104,-0.0041,-0.0065,-0.0106,-0.0004,-0.0125,-0.0124,-0.0053,-0.0096
1/5/2015,-0.005,-0.0283,-0.0159,0.0086,-0.0239,0.0198,-0.0132,-0.0203,-0.0213,-0.0106
1/6/2015,-0.0072,-0.0103,-0.007,-0.0075,-0.0104,-0.0055,-0.0079,-0.0207,-0.0078,-0.0016
1/7/2015,0.003,-0.0034,0.0035,0.0049,0.0023,0,0.0037,0.0139,0.0096,0.0135
