Date,^SSMI,ABBN.SW,NESN.SW,NOVN.SW,CFR.SW,ROG.SW,SREN.SW,SCMN.SW,UBSG.SW,ZURN.SW
9/5/2002,-0.0003,-0.0353,0.0127,0.0069,0,-0.0073,-0.0272,-0.0076,-0.0069,0.082
9/6/2002,0.029,-0.0169,0.0188,0.0255,0.0297,0.0338,0.0608,0.0226,0.0271,0.1176
9/9/2002,-0.0146,-0.1594,-0.0204,-0.0051,-0.0467,-0.0119,-0.036,-0.0012,-0.0097,-0.0259
9/10/2002,0.0183,0.0488,0.0173,0.0159,0.0246,0.0024,0.0407,-0.0037,0.0267,-0.0411
9/11/2002,0.0246,0.0543,0.0185,0.0214,0,0.0237,-0.0142,0.0197,0.0309,0.0429
9/12/2002,-0.0332,-0.0666,-0.0311,-0.0148,-0.0695,-0.0431,-0.0488,-0.0061,-0.042,-0.0539
9/13/2002,-0.0239,-0.0953,-0.0032,-0.0242,0,-0.0223,-0.0513,-0.0124,-0.0308,-0.0492
9/16/2002,-0.0005,-0.0308,-0.0048,-0.0025,0.0099,0.0025,-0.0375,0.0062,0.0083,0.0455
9/17/2002,-0.0095,-0.0763,-0.0048,-0.0051,-0.0079,-0.0176,-0.0568,-0.0087,-0.0053,-0.032
9/18/2002,-0.0196,-0.0222,0.0268,-0.0138,-0.0181,-0.0169,-0.062,0.0037,-0.0603,-0.0775
9/19/2002,-0.0176,-0.0121,0.0016,-0.0174,-0.0123,-0.039,0.0134,-0.0264,-0.022,0.0285
9/20/2002,0.0015,0.0087,-0.0031,0.0096,-0.0145,0.0197,-0.0043,0.0013,-0.01,-0.002
9/23/2002,-0.0379,-0.0905,-0.0284,-0.0292,-0.0625,-0.0213,-0.0773,-0.0232,-0.0426,-0.0265
9/24/2002,0.0011,-0.0706,-0.0048,0.0027,-0.0362,-0.0027,-0.0186,-0.0345,0.0147,0.0285
9/25/2002,0.017,0.0261,0.0032,0.0115,0.0069,0.0381,0.0478,0.0436,0.0153,0.0258
9/26/2002,0.0533,0.0079,0.044,0.0559,0.0512,0.057,0.1027,0.0318,0.0661,0.0844
9/27/2002,0.0021,-0.0099,0.0015,-0.0017,-0.0175,-0.0148,0.0103,0.0381,0.011,0.0231
9/30/2002,-0.0261,-0.0343,-0.0123,-0.0246,-0.0337,-0.0085,-0.0546,-0.0133,-0.0431,-0.034
10/1/2002,-0.0136,-0.1721,-0.0204,0.0034,-0.0115,-0.0167,0.0018,0.0024,-0.0173,-0.0183
10/2/2002,0.0272,0.0886,0.0327,0.0345,0.0319,0.0127,0.0557,0.0205,0.0294,0.0523
10/3/2002,-0.0125,-0.0838,0.0152,-0.0058,0,0.001,-0.0526,-0.0024,-0.0261,0.0105
10/4/2002,-0.0236,0.0168,-0.0076,-0.0025,-0.0319,-0.0106,-0.0524,0.0036,-0.0809,-0.0481
10/7/2002,-0.0239,-0.103,-0.0092,-0.0092,-0.0522,-0.0378,0.0188,-0.0108,-0.0687,-0.0372
10/8/2002,-0.0152,-0.0628,-0.0488,-0.0076,0.0145,0.0105,-0.0194,0.0084,-0.0194,-0.0191
10/9/2002,-0.014,-0.0286,-0.0245,-0.0163,-0.0367,-0.0249,-0.0115,0.0036,0.028,-0.0474
10/10/2002,0.0219,0.0286,0.0261,-0.0008,0.0367,0.0133,0.0518,0.0154,0.0465,0.0513
10/11/2002,0.0508,0.1416,0.0348,0.0255,0.0874,0.0358,0.1288,0.0391,0.0786,0.1161
10/14/2002,-0.0096,0.017,-0.0094,-0.0135,-0.02,0.0096,-0.0255,-0.0113,-0.0161,0.027
10/15/2002,0.0561,0.1514,0.0279,0.0302,0.1166,0.0593,0.0648,0.0125,0.0851,0.192
10/16/2002,-0.0144,-0.0706,-0.0169,-0.0175,-0.0121,-0.0096,-0.0234,-0.009,0.0186,-0.1464
10/17/2002,0.0138,0.0788,0.0016,-0.0282,0.0319,0.019,0.0905,0.0158,0.0288,0.0149
10/18/2002,-0.0052,0.0826,-0.0062,-0.0227,0,0.0141,0.0048,0.0045,0.0141,-0.0397
10/21/2002,-0.01,0.0131,-0.0126,-0.0143,0.0252,-0.0259,0.0143,-0.0045,0.0022,0.0064
10/22/2002,-0.0073,-0.963,0.0047,0.0107,0.0431,-0.0024,-0.0239,0.0166,0.0007,-0.0171
10/23/2002,-0.0251,-0.2293,-0.0223,-0.0152,-0.0185,-0.0096,-0.068,-0.0302,-0.0291,-0.0022
10/24/2002,0.028,0.1047,0.0064,0.0232,0.0167,0.0239,0.0582,0.0057,0.0335,0.0967
10/25/2002,0.0086,0.0219,0.0143,0.0192,-0.0242,0.0094,-0.0398,-0.0057,0.0087,0.0497
10/28/2002,-0.0076,-0.0729,-0.0207,-0.0227,-0.0151,-0.007,0.0051,0.0102,0.0058,0.0093
10/29/2002,-0.0307,0.0173,-0.0129,-0.026,-0.0773,-0.0238,-0.0287,-0.0354,-0.042,-0.0929
10/30/2002,0.0276,0.0556,0.0241,0.0153,0.0184,0.0024,0.0342,0.0093,0.0456,0.0873
10/31/2002,0.0128,0.0628,0.0063,0.0062,0.0319,0.0048,0.0292,0.0115,0.0114,0.0329
11/1/2002,-0.0112,-0.1592,-0.0032,-0.0143,-0.0218,-0.0193,-0.0277,-0.0069,-0.0064,-0.0036
11/4/2002,0.0268,0.3773,0.0142,0.0116,0.0218,0.0073,0.0446,-0.0034,0.0351,0.063
11/5/2002,0.0024,-0.0123,-0.0142,0.0062,-0.0158,0.012,0.019,-0.0046,-0.0055,0.0068
11/6/2002,-0.0055,0.1705,-0.0064,0.0088,-0.004,-0.0024,0.021,0.0035,-0.0196,0
11/7/2002,-0.0227,0.0343,-0.0096,-0.0267,-0.0577,-0.0096,-0.0593,0.0103,-0.0179,-0.0751
11/8/2002,-0.011,0.02,-0.0113,-0.01,-0.0149,-0.0146,-0.0049,0.0057,-0.0175,-0.022
11/11/2002,-0.0111,-0.01,0.0016,-0.0009,-0.0065,-0.0099,-0.0224,-0.0045,-0.0178,-0.0397
11/12/2002,0.0131,-0.0236,0.0161,0.0091,0.015,0.0123,0.0174,0.0203,0.0119,0.0267
11/13/2002,-0.0047,-0.0454,-0.0145,0.0108,-0.048,-0.0074,-0.0306,-0.0101,0.0037,-0.0267
11/14/2002,0.0239,0.0953,0.0113,0.0071,0.1319,0.0196,0.0526,0.0056,0.0218,0.0581
11/15/2002,0.0157,0.0599,0.0128,0.0018,0.0553,0.0357,0.0262,0.0134,0.015,0.0145
11/18/2002,0.0013,0.1099,-0.0048,-0.0053,0.0292,-0.0047,0.0324,-0.0011,-0.01,0.0107
11/19/2002,-0.0067,-0.0138,-0.0064,-0.008,-0.0386,0.0023,-0.0277,0.0066,0.0007,-0.0036
11/20/2002,0.0068,0.0274,0.0143,0,-0.0019,0.0093,-0.0047,-0.01,0.0156,0
11/21/2002,0.0197,0.0805,-0.0079,0.0151,0.0259,0.0115,0.0437,-0.0191,0.0394,0.0739
11/22/2002,0.0051,0.0928,-0.0161,-0.0062,-0.0018,0.0046,0.0112,-0.0183,0.0141,0.0734
11/25/2002,-0.0018,0.0466,-0.0049,-0.0089,0.0055,0.0023,0.0177,-0.0128,0.0007,-0.0202
11/26/2002,-0.0116,-0.0466,-0.0065,0.0116,-0.0055,-0.0138,-0.0244,-0.0118,-0.0114,-0.0716
11/27/2002,0.0175,0.0445,0.013,0.0035,0.0604,0.0069,0.0111,0.0059,0.0181,0.0589
11/28/2002,-0.0062,0.0258,-0.0212,-0.0151,-0.0069,-0.0115,-0.0156,0.0023,-0.0113,0.042
11/29/2002,-0.0063,0.0516,-0.01,-0.0099,-0.0282,-0.0211,0,0.0117,0.002,-0.0263
12/2/2002,0.0064,0.0586,0.0066,0.0018,-0.0054,0.0165,0.0201,-0.0199,0.0073,-0.0174
12/3/2002,-0.0289,-0.0586,-0.0285,-0.0238,-0.0218,-0.0236,-0.0452,0.0024,-0.0208,-0.0456
12/4/2002,0.0013,-0.0601,0.0269,0.0055,-0.0092,0.0119,-0.0305,-0.0083,-0.0199,0.0165
12/5/2002,-0.012,-0.037,-0.0167,-0.0074,-0.0168,-0.0166,-0.0024,-0.0012,-0.0174,-0.0049
12/6/2002,-0.0032,-0.0111,0.005,-0.0037,0.0056,-0.0072,-0.0193,-0.0096,0.0049,-0.02
12/9/2002,-0.0147,-0.0296,-0.0017,-0.0037,-0.0246,-0.0097,-0.0172,-0.0036,-0.0134,-0.0447
12/10/2002,0.0095,-0.0023,0.0084,0.0093,0.0076,0.0049,-0.01,0.006,0.0134,0.0497
12/11/2002,-0.0007,0.0886,-0.0185,-0.0028,-0.0096,-0.0049,0.01,0.0012,0.0118,0.0166
12/12/2002,-0.0053,0.0126,0.0034,-0.0103,0.002,0.0049,-0.01,-0.023,-0.0125,-0.0267
12/13/2002,-0.0066,0.0145,-0.0017,-0.0075,-0.0058,0,-0.0192,0.0061,0.0014,-0.0344
12/16/2002,0.0189,0.0123,0.0168,0.0159,0.0378,0.0121,0.039,0.0097,0.0187,0.0495
12/17/2002,-0.0077,-0.074,-0.0117,0.0018,0.0037,-0.0096,-0.0263,0,-0.018,-0.0253
12/18/2002,-0.0201,0.0022,-0.0102,-0.0244,-0.0282,-0.027,-0.0137,-0.0232,-0.0127,-0.0418
12/19/2002,-0.0048,0,0.0051,-0.0028,-0.0096,0.0025,-0.0417,0.022,0.0021,-0.0549
12/20/2002,-0.0015,-0.0311,0.0068,-0.0077,0.0153,-0.0125,-0.0011,0.0036,-0.005,0.0223
12/23/2002,-0.0091,-0.0205,-0.0068,-0.0126,0,-0.003,0.0122,-0.0036,-0.0194,-0.0092
12/27/2002,-0.0338,-0.0692,-0.0275,-0.0266,-0.0308,-0.038,-0.0613,-0.0332,-0.0376,-0.0811
12/30/2002,0.0124,-0.0301,0.0207,0.009,0.0078,0.0089,0.0144,0,0.0105,0.0375
1/3/2003,0.0564,0.1175,0.0434,0.0643,0.0818,0.0447,0.0881,-0.0126,0.0606,0.0925
1/6/2003,0.0034,-0.0322,-0.0033,0.0037,-0.0346,0.0074,0.006,0.0025,0.0098,-0.0035
1/7/2003,-0.006,0.007,-0.0049,-0.0009,-0.03,-0.0149,0.0331,0.0249,-0.0126,-0.0053
1/8/2003,-0.001,-0.0427,0.0066,0.0009,0.0019,0.01,-0.0271,0.0279,-0.0156,-0.0018
1/9/2003,-0.005,0.0072,-0.0049,-0.0093,-0.0019,-0.0135,-0.0025,0.0048,-0.0029,0.0385
1/10/2003,-0.0008,0.0674,-0.0149,0.0028,-0.0329,-0.0005,0.032,-0.0048,0.0029,0.0137
1/13/2003,0.0069,0.031,0.0083,-0.0122,-0.0059,0.004,0.012,0.0248,0.0057,0.0201
1/14/2003,0.0157,0,0.0132,0.0122,0.0293,0.0173,0.0283,-0.0023,0.012,0.047
1/15/2003,-0.0214,0.0087,-0.0248,-0.0037,-0.0273,0.0049,-0.0259,0,-0.0007,-0.0096
1/16/2003,-0.0064,-0.024,-0.0118,-0.0208,-0.0486,0,-0.0315,-0.007,-0.0328,-0.0129
1/17/2003,-0.0158,0.0433,-0.0085,-0.0115,-0.021,-0.0098,-0.0351,0.007,-0.0264,-0.0196
1/20/2003,-0.0157,-0.0085,-0.012,-0.0176,-0.0128,-0.0174,-0.0258,-0.0118,-0.0203,-0.0083
1/21/2003,-0.0062,0,-0.0104,-0.001,0.0086,-0.002,-0.0052,0.0176,-0.0238,-0.0236
1/22/2003,-0.0284,-0.0504,-0.0212,-0.0179,-0.0303,-0.0162,-0.0148,-0.0223,-0.0461,-0.0634
1/23/2003,0.0018,-0.0068,-0.0198,0.01,-0.0044,0.0258,-0.0064,0.0047,0.0008,0.0126
1/24/2003,-0.0113,-0.0416,0.0109,-0.016,-0.0022,-0.0156,-0.0097,-0.0059,-0.0156,-0.0255
1/27/2003,-0.0371,-0.0633,-0.0127,-0.0581,-0.0428,-0.043,-0.0697,0.0048,-0.0209,-0.051
1/28/2003,-0.0026,0.015,0.0109,-0.0129,0.0046,-0.0101,-0.0212,0.0176,0.0008,0.0019
1/29/2003,0.0066,-0.0276,-0.0182,0.0568,0.0316,0.0043,0.0053,-0.0259,-0.0017,-0.0019
1/30/2003,0.0176,0.035,-0.0018,0.0282,0.0456,0.0064,0.0106,0.0024,0.0192,0.0287
1/31/2003,0.0031,-0.0173,0.045,-0.006,-0.0345,-0.008,-0.0333,0.0012,-0.0218,0
2/3/2003,0.0111,0.0223,0,0.003,0.0152,0.0169,0.0513,-0.0096,0.0243,0.0205
2/4/2003,-0.0266,-0.0348,-0.0178,-0.0263,-0.033,-0.018,-0.0375,-0.006,-0.0336,-0.0609
2/5/2003,0.007,-0.0051,0,0.0072,0.0022,-0.0021,0.0142,0.0048,0.0286,0.002
2/6/2003,-0.0296,-0.0206,-0.0384,-0.0247,-0.0135,-0.0282,-0.0538,-0.006,-0.0304,-0.042
2/7/2003,-0.0081,-0.0561,-0.0094,0.0083,-0.0275,-0.0055,-0.0309,-0.0024,-0.0103,-0.0459
2/10/2003,-0.0162,-0.1011,-0.0075,-0.0011,0.0047,-0.0326,-0.0365,-0.0036,-0.0175,-0.0481
2/11/2003,0.0236,0.0475,0.0132,0.0346,0.0274,-0.0109,0.0605,0.0085,0.0355,0.0588
2/12/2003,-0.0243,-0.0205,-0.0342,-0.0294,-0.0274,-0.0377,-0.0395,-0.0085,-0.0145,0.0084
2/13/2003,0.0017,-0.003,0.0096,-0.0072,-0.0163,0.0066,-0.0052,-0.0098,0.0145,-0.0255
2/14/2003,0.027,-0.006,0.0283,0.0215,0.0459,0.0154,0.046,-0.0012,0.044,0.0297
2/17/2003,0.0246,0.1773,0.0185,0.0061,0.0223,0.0117,0.0647,0.0049,0.0476,0.0489
2/18/2003,-0.0124,-0.0539,0.0055,-0.0071,-0.0111,-0.0205,0.0012,0.0194,-0.0525,0.002
2/19/2003,-0.0268,-0.0322,-0.0389,-0.0226,-0.0157,-0.0288,-0.0183,-0.0157,-0.0392,-0.0446
2/20/2003,0.0007,-0.0618,0.015,-0.0042,0.009,0.0139,-0.015,-0.0024,0.0194,-0.0042
2/21/2003,0.0035,0,0.013,0.0052,0.0022,0.0119,-0.0073,0,-0.0059,-0.0211
2/24/2003,-0.0113,-0.0597,0.011,-0.0042,-0.0067,-0.0332,-0.0129,-0.0074,-0.0281,-0.0215
2/25/2003,-0.0207,-0.0767,0.0036,-0.0042,-0.053,-0.0465,-0.0538,-0.0074,-0.0306,-0.0467
2/26/2003,-0.0108,-0.0372,-0.0294,0.0156,0,0.052,-0.1275,0.0012,-0.0125,-0.0856
2/27/2003,0.0078,-0.1286,-0.0188,0.0133,0.0141,-0.0098,0.063,-0.005,0.0125,0.1081
2/28/2003,0.0157,0.0971,0.0373,0.0121,0.0253,0.0037,0.0131,0.005,0.0115,0.0242
3/3/2003,0.0094,0.0486,-0.0166,0.009,0.0358,0.0385,-0.0041,0.0233,0.0122,0
3/4/2003,-0.0343,0.0301,-0.0322,-0.0252,-0.0566,-0.0209,-0.0602,-0.0258,-0.0489,-0.0536
3/5/2003,-0.0199,0.0355,-0.0233,-0.0082,-0.0187,-0.0306,-0.0594,-0.01,-0.024,-0.0092
3/6/2003,-0.0009,0.0495,-0.0139,-0.0041,-0.0096,0.0167,-0.0517,0.005,0.0322,-0.0023
3/7/2003,-0.021,-0.0753,-0.0212,0.0112,-0.0515,-0.0055,-0.0468,-0.0101,-0.0182,-0.0427
3/10/2003,-0.0389,-0.0535,-0.0237,-0.0243,-0.005,-0.0357,-0.1315,-0.0166,-0.0462,-0.1003
3/11/2003,-0.0035,0.0034,-0.0105,-0.0054,0,-0.0383,0.0706,0.014,0.0029,0.0133
3/12/2003,-0.0118,-0.0313,0.0332,-0.0065,-0.0179,-0.0046,-0.0735,-0.0102,-0.0432,-0.0338
3/13/2003,0.0316,0.0279,0.0302,0.0011,0.0355,0.0013,0.0644,0.0265,0.0726,0.0615
3/14/2003,0.0569,0.0305,0.0215,0.0445,0.0438,0.0537,0.1685,-0.0025,0.0969,0.088
3/17/2003,0.0283,0.0614,0.0058,0.0215,0.0235,0.0395,0.0889,0.0247,0.0243,0.0704
3/18/2003,0.0085,0.0638,-0.0019,0.0141,-0.0141,0.018,-0.0302,0.0085,0.014,-0.0044
3/19/2003,0.0228,0.0682,0.021,0.0315,0.0528,0.0252,0.0231,0.0144,0.0033,0.0431
3/20/2003,0.0055,0.0163,0.0298,0.0221,-0.0743,0.0144,-0.0588,0.013,-0.0272,-0.0042
3/21/2003,0.0385,0.0526,0.0289,0.0381,0.0402,0.0392,0.0581,-0.0012,0.0545,0.0656
3/24/2003,-0.0513,-0.0662,-0.055,-0.0505,-0.0522,-0.0565,-0.0506,-0.0178,-0.0437,-0.0913
3/25/2003,0.0077,0.0136,0.0223,0.0029,0.0121,0.0184,-0.006,0.0072,-0.0066,0.013
3/26/2003,-0.0039,0.0161,0.0164,-0.0087,-0.0544,-0.0161,-0.0299,-0.0339,-0.0017,0.017
3/27/2003,-0.0125,-0.0324,-0.0128,-0.0058,-0.0415,-0.03,0.0612,0.0086,-0.0253,-0.0149
3/28/2003,0.0031,-0.0682,-0.0037,0.0019,0,-0.0006,0.0367,0.0012,0.0161,0.0106
3/31/2003,-0.0294,-0.07,-0.0148,-0.0305,-0.0215,-0.0328,-0.065,0.0121,-0.0334,-0.0258
4/1/2003,0.0121,0.0188,0.0258,-0.006,-0.0164,0.0334,0.0385,-0.0024,0.0241,-0.0044
4/2/2003,0.0325,0.1001,0.0127,0.0326,0.0164,0.0277,0.0578,0.0012,0.0391,0.0511
4/3/2003,0.0128,0.0111,0.0036,0.0183,-0.0415,0.0075,0.0507,0.0155,0.0138,0.0246
4/4/2003,0.0135,0.011,0.0071,0.0208,0.0306,0.0146,0.0065,0.0141,0.0183,0.0319
4/7/2003,0.0235,0.0481,0,0.013,0.0611,0.0257,0.0406,0.0231,0.0296,0.0645
4/8/2003,-0.0057,-0.0105,0.0106,0,-0.0314,-0.0102,-0.0201,-0.0115,-0.0023,-0.0509
4/9/2003,0.0017,0.0337,0.009,0.0018,0.0366,0.0214,-0.0102,0,-0.0023,0.0077
4/10/2003,-0.0223,-0.0051,-0.0108,-0.0262,-0.058,-0.0532,0.0089,-0.0116,-0.0124,-0.0332
4/11/2003,0.0168,0.0127,0.0126,0.0038,0.0215,0.0227,0.0459,0.0058,0.017,0.0351
4/14/2003,0.0101,-0.0361,0.0107,0,0.0289,0.0092,0.0369,0.0012,0.0167,0.032
4/15/2003,0.0246,0.0361,0.014,0.0251,0.0528,0.0136,0.039,0.0023,0.0224,0.0453
4/16/2003,-0.0106,0.0051,-0.0052,-0.012,0.0146,-0.0233,-0.025,-0.0152,-0.0111,-0.0036
4/17/2003,-0.0073,-0.0101,-0.0088,-0.0019,-0.027,-0.0162,-0.0163,0,-0.0128,-0.0036
4/22/2003,0.0017,0.0126,-0.0196,0.0046,-0.0025,0.0145,0.0243,0.0012,0.006,0.0264
4/23/2003,0.0122,0.0248,-0.0072,0.0111,-0.0201,0.0035,0.0626,-0.0012,0.0075,0.0392
4/24/2003,-0.0149,0.0049,0.0036,-0.0101,-0.0205,-0.0168,-0.0355,-0.0178,-0.0158,-0.0585
4/25/2003,-0.0096,-0.0098,-0.0054,-0.0102,-0.0505,-0.0129,-0.0134,-0.0024,-0.0261,-0.0398
4/28/2003,0.0178,-0.03,0.0162,0.0112,0.0479,0.0141,0.0365,-0.0024,0.0154,0.0183
4/29/2003,-0.0102,0.0176,-0.0162,-0.0112,0.0357,-0.0171,-0.0303,-0.006,-0.0061,0
4/30/2003,0.0072,0.0391,0.0054,0.0019,0.005,0.0234,-0.0073,0.0156,-0.0085,0.0356
5/2/2003,-0.0058,0.0627,-0.0219,0,0.0075,-0.0029,-0.0304,-0.0096,0.0039,-0.0123
5/5/2003,0.0139,0.0179,0.0237,0.0148,0.0049,0.0138,0.0093,0.0096,0.0176,-0.0071
5/6/2003,0.0132,0.0262,0.0072,0.0055,0.0363,0.0108,0.0279,0.0201,0.0292,0.035
5/7/2003,-0.0022,-0.0043,-0.0054,-0.0037,0.0165,0.0011,-0.0011,-0.007,-0.0119,0.0421
5/8/2003,-0.0239,-0.0671,-0.0109,-0.0223,-0.0528,-0.0311,-0.0325,0.0094,-0.0234,-0.0543
5/9/2003,-0.0023,0.0296,0.0036,0.0028,-0.0123,-0.0012,-0.0117,-0.0218,-0.0077,-0.0123
5/12/2003,-0.0069,0.0112,-0.0109,-0.0075,0.0246,-0.0189,-0.0047,-0.0148,0.0031,-0.0053
5/13/2003,0.0131,-0.0134,0.0037,0.0009,0.0073,0.0154,-0.0077,0.0136,0.0414,0.0193
5/14/2003,0.0018,-0.032,-0.0055,-0.0038,0.0144,0.018,-0.0077,-0.0074,0.0051,0.0035
5/15/2003,0.0031,-0.0283,-0.0074,0,-0.0217,-0.0093,-0.0042,0.0135,0.0196,0.0223
5/16/2003,0.0075,-0.0316,-0.0056,0.0085,-0.0123,0.0127,0.0311,-0.0135,0.0214,0.0185
5/19/2003,-0.0232,-0.0025,-0.0056,-0.0315,-0.0635,0.0311,-0.0564,-0.0187,-0.0271,-0.0425
5/20/2003,0.0056,0.022,0.013,-0.0049,0.0078,0.0414,-0.0019,0.005,0.0014,-0.0122
5/21/2003,-0.0142,-0.0245,-0.013,-0.0187,0.0801,0.0011,-0.0285,0,-0.0204,-0.0413
5/22/2003,0.0266,0.0245,-0.0038,0.0313,-0.0219,0.032,0.0465,0.0013,0.0276,0.0876
5/23/2003,0.0007,0.0192,-0.0019,0,-0.0124,0.0098,-0.0261,-0.0101,0.0029,0.0017
5/26/2003,-0.0079,-0.0462,-0.0019,-0.0116,0.0025,-0.0176,-0.0127,-0.0038,-0.005,-0.0152
5/27/2003,0.0064,-0.0226,0.0261,0.0058,-0.015,-0.0047,-0.0045,0.0038,0.0043,0.0135
5/28/2003,0.0212,0.0051,-0.0055,0.0248,0.0347,0.0314,0.0433,0.0038,0.0219,0.0379
5/30/2003,-0.0073,0.0421,0.0092,-0.0375,0.0097,0.0071,0.0272,-0.014,-0.0169,0.0208
6/2/2003,0.0264,0.0311,0,0.0366,0.0653,0.0317,0.0335,0.0089,0.0391,0.011
6/3/2003,-0.0088,-0.019,-0.0074,-0.0009,-0.0114,-0.0247,-0.0075,-0.0013,-0.0034,-0.0222
6/4/2003,0.0075,0.0024,-0.013,-0.0038,-0.0185,0.0198,0.0098,0.0226,0.017,0.0174
6/5/2003,-0.0089,-0.0267,-0.0056,-0.0172,-0.0187,-0.0198,-0.0163,-0.0087,-0.0054,-0.019
6/6/2003,0.0169,0.0338,-0.0057,0.0267,0.0463,0.005,0.0289,-0.0151,0.0162,0.0175
6/10/2003,0.0005,-0.0048,-0.0038,0.0028,0.0158,-0.005,-0.0011,-0.0013,0.0007,0.0031
6/11/2003,0.0107,0.0912,0.0244,-0.0028,0.0478,-0.0005,-0.0011,-0.0025,0.012,0.046
6/12/2003,0.0082,0.0447,0.0202,-0.0057,0.0084,0.0276,0.0017,0.0063,-0.0007,0.0497
6/13/2003,-0.0176,-0.0426,-0.0073,-0.0172,-0.0299,-0.0172,-0.0213,0,-0.0167,-0.0572
6/16/2003,0.0217,0.0652,0.0253,0.0219,-0.0044,0.0388,0.0207,0,0.0114,0.0268
6/17/2003,0.0102,0.038,0.0159,0.0177,0.0087,0.0118,0.0023,0.0051,0.0027,0.029
6/18/2003,0.0084,-0.04,0.0243,0.0219,0.0043,0,-0.0184,-0.0063,0.0007,0.0114
6/19/2003,-0.0149,0.0041,-0.0034,-0.0054,-0.0108,-0.0071,-0.0902,-0.0013,-0.016,-0.0287
6/20/2003,0.0037,0.0121,0.0103,-0.0018,0.0108,-0.0048,0.0145,-0.0076,0.0087,-0.0015
6/23/2003,-0.0227,-0.0368,-0.0293,-0.0175,-0.0395,-0.0314,-0.033,-0.0077,-0.0182,-0.0462
6/24/2003,0.0006,-0.0253,0.0035,0.0037,0.0067,0.0049,0.0192,-0.0013,-0.0014,0.0106
6/25/2003,0.0006,0.0043,-0.0158,0.0018,-0.0293,0.0073,0.0025,0.0166,0.0068,0.0224
6/26/2003,0.0032,-0.0502,0.0071,0.0092,0.0023,0.0145,-0.0172,-0.0089,0.0081,-0.0391
6/27/2003,0,0.0089,-0.0214,-0.0028,0.0248,0.0072,0.0032,-0.0116,0.0113,0.0182
6/30/2003,-0.0071,-0.0134,0.0054,-0.0185,-0.0248,0.0095,-0.0392,-0.0026,-0.002,-0.0275
7/1/2003,-0.0237,0.0112,-0.0217,-0.0303,-0.0208,-0.0238,-0.0277,0.0167,-0.0249,-0.0172
7/2/2003,0.0188,-0.0134,0.0127,0.0077,0.0433,0.0191,0.0455,0.0114,0.0075,0.0386
7/3/2003,0.0075,-0.0461,-0.0054,0.0048,0.0133,0.0071,0.0309,-0.0153,0.0127,0.0075
7/4/2003,0.0005,0.0024,0.0018,-0.001,0.0044,-0.0047,0.0088,0,-0.0027,0.006
7/7/2003,0.0214,0.046,0.025,0.0076,0.0408,0.0256,0.0187,-0.0155,0.0159,0.0396
7/8/2003,-0.0043,0.0418,-0.0178,-0.0038,0.0042,0,-0.0156,-0.0039,0.0007,-0.0029
7/9/2003,-0.0088,-0.0284,-0.0108,-0.0076,-0.0127,0,-0.0164,-0.0105,-0.0066,-0.0337
7/10/2003,-0.002,-0.0044,-0.0018,0,-0.0302,0.0114,0.0045,0.0079,0,-0.0226
7/11/2003,0.0112,0.0393,0.0036,0.0123,0.0065,0.009,0.0422,0.0052,0.0131,0.0151
7/14/2003,0.0138,-0.0173,0.0072,0.0038,0.0363,0.0134,0.0246,0.0039,0.02,0.0149
7/15/2003,-0.005,-0.0537,-0.0145,-0.0123,0.0269,-0.0112,-0.0054,-0.0039,0.007,-0.0044
7/16/2003,-0.0035,-0.0116,-0.0018,-0.0067,0.0162,-0.0296,0.0095,-0.0013,0.0038,-0.0075
7/17/2003,-0.0069,-0.0355,-0.0092,0.0067,-0.0452,0,-0.0197,-0.0026,-0.0102,-0.003
7/18/2003,0.0008,0.0238,0.0037,-0.0115,0.0208,0,-0.0054,0,0.0076,0.006
7/21/2003,-0.0063,0.0094,-0.0093,-0.0019,-0.0145,-0.007,-0.0043,-0.0066,0,-0.0211
7/22/2003,-0.0016,0.0093,0.0037,0.0019,0.0041,-0.0023,-0.0215,-0.0053,-0.0006,-0.0107
7/23/2003,0.0066,0.0046,0.0165,0.0086,-0.0253,0.0367,0.005,0.0066,-0.007,-0.0155
7/24/2003,0.0136,-0.0139,0.0127,0.0133,0.0022,0.0156,-0.0019,0.0026,0.0076,0.0384
7/25/2003,-0.005,-0.0094,-0.0163,-0.0019,-0.0022,-0.0134,0.0166,-0.0053,-0.0038,-0.0076
7/28/2003,0.0121,0.0482,0.0036,0.0028,0.0356,0.0134,0.0241,0.0026,0.0101,0.0328
7/29/2003,-0.0027,0.0545,-0.0018,-0.0132,-0.0124,-0.0022,0,-0.0146,-0.0013,0.0015
7/30/2003,0.0102,0.1085,0.0073,0.0132,0.0145,0.0132,0.0159,0.0211,0.0088,-0.0074
7/31/2003,0.007,0.1302,-0.0073,-0.0047,0.0224,0.0044,0.018,-0.0039,0.0069,0.0074
8/1/2003,-0.0068,0.0986,-0.0018,-0.0162,-0.004,-0.0088,0.0029,-0.0026,-0.0106,0.0073
8/4/2003,-0.0109,-0.0577,-0.0073,-0.0106,-0.0162,-0.0088,-0.0017,-0.0106,-0.0171,-0.0117
8/5/2003,0.0112,0.0409,0.0128,0.0068,0.0061,-0.0112,0.021,-0.0053,0.0146,0.0015
8/6/2003,-0.0096,0.0153,-0.0073,-0.001,-0.0021,-0.0068,-0.021,-0.0108,-0.0082,-0.0299
8/7/2003,-0.0025,0.0166,0.0018,-0.0019,0.0061,-0.0045,-0.025,-0.0014,0.0013,-0.0183
